REF	ETUD	LOCA	REG	DPT	COM	INSEE	TICO	ADRS	STAT	AFFE	PPRO	DPRO	AUTR	SCLE	
PA00102599	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Hôtel de Murat (ancien)	Camille-Pelletan (boulevard)	Propriété de la commune		Façade sur jardin (côte rue Voltaire) et rampe du grand escalier : inscription par arrêté du 13 mai 1939	1939/05/13 : inscrit MH		18e siècle	
PA00102598	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Halles	Verdun (ue de) ; Mairie (rue de la) ; Marché (rue du) ; Chartran (rue de)	propriété de la commune		Halles : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		3e quart 18e siècle ; 19e siècle	
PA00102597	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Fontaine Saint-Michel		propriété de la commune		Fontaine Saint-Michel : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		1ère moitié 18e siècle	
PA00102596	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Fontaine monumentale	Carnot (place)	propriété de la commune		Fontaine monumentale : inscription par arrêté du 26 mars 1926	1926/03/26 : inscrit MH	Barata (sculpteur)	18e siècle	
PA00102595	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Evêché	Mairie (rue de la)	propriété d'une société privée		Tourelle d'escalier avec portes Renaissance : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		16e siècle	
PA00102594	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Eglise Saint-Vincent		propriété de la commune		Eglise Saint-Vincent : classement par arrêté du 19 décembre 1907	1907/12/19 : classé MH		13e siècle ; 14e siècle ; 15e siècle	
PA00102593	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Eglise Saint-Saturnin		propriété de la commune ; propriété d'une personne privée		Eglise Saint-Saturnin et ancienne maison presbytérale attenante : inscription par arrêté du 11 décembre 1946	1946/12/11 : inscrit MH		12e siècle ; 13e siècle ; 14e siècle ; 19e siècle	
PA00102592	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Eglise Saint-Nazaire		propriété de l'état	affecté au ministère chargé de la culture ; direction du patrimoine	Eglise Saint-Nazaire : classement par liste de 1840	1840 : classé MH		11e siècle ; 14e siècle	
PA00102591	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Ancienne église Saint-Martin-de-Poursan		propriété d'une personne privée		Murs de l'abside et de la nef (du sol à la corniche inclusivement) ; restes de voûte de la nef : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		2e moitié 12e siècle	
PA00102590	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Croix du Pont-Rouge		propriété d'une société privée		Croix du Pont-Rouge : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		16e siècle	
PA00102589	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Croix		propriété de la commune		Croix datée de 1770, sur le chemin de Montlegun : inscription par arrêté du 12 décembre 1946	1946/12/12 : inscrit MH		3e quart 18e siècle	
PA00102588	recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Cité de Carcassonnne		propriété de l'Etat	affecté au ministère chargé de la culture ; affecté à la direction générale des patrimoines	Les fortifications : classement par liste de 1862 - Les deux parcelles de terrain, lieux-dits Talus de la Barbacane et Porte d'Aude (cad. E 99, 1868) : classement par arrêté du 22 décembre 1926 - Les parcelles dénommées Champ Rigal Cadène et Grand Champ Sabatier Jalabert, à l'exclusion d'une zone délimitée sur le plan annexé à l'arrêté (cad. 1633, 1129 P) : classement par arrêté du 15 janvier 1942 - Le terrain compris entre la Cité et le grand séminaire (cad. E5 1755) : classement par arrêté du 28 mai 1942 - Le terrain dit Champ du Tournoi, situé en bordure du chemin de la Cité de Carcassonne à Sainte-Croix (cad. E 109 à 112, 138) : classement par arrêté du 11 juillet 1942	1862 : classé MH ; 1926/12/22 : classé MH ; 1942/01/15 : classé MH ; 1942/05/28 : classé MH ; 1942/07/11 : classé MH	Viollet-le-Duc Eugène (architecte)	5e siècle ; 11e siècle ; 12e siècle	
PA00102587	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Cimetière de Saint-Martin-de-Poursan		propriété de la commune		Croix scellée sur le côté du mur, à l'angle Nord du cimetière : inscription par arrêté du 2 décembre 1946	1946/12/02 : inscrit MH			
PA00102586	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Château de Saint-Martin-de-Poursan		Propriété d'une personne privée		Tourelle d'escalier : inscription par arrêté du 2 décembre 1946	1946/12/02 : inscrit MH		3e quart 16e siècle	
PA00102585	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Chapelle Notre-Dame-de-Santé		propriété de la commune		Chapelle Notre-Dame-de-Santé : classement par arrêté du 29 décembre 1932	1932/12/29 : classé MH		15e siècle ; 16e siècle	
PA00102584	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Cathédrale Saint-Michel et abords		propriété de l'état	affecté au ministère chargé de la culture ; direction du patrimoine	Cathédrale : classement par arrêté du 12 juillet 1886 ; Terrain de 710 mètres carrés environ, situé contre la face Ouest de la cathédrale, entre le boulevard Barbès et la rue Voltaire : classement par arrêté du 2 août 1926	1886/07/12 : classé MH ; 1926/08/02 : classé MH		Moyen Age	
PA00102583	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Bastion de Montmorency		propriété d'une personne privée		Bastion de Montmorency, à l'angle Sud-Est des anciens remparts (cad. A 1408) : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		16e siècle	
PA00102582	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Carcassonne	Languedoc-Roussillon	11	Carcassonne	11069	Ancien bassin de distribution des eaux	Verdun (rue de) 98 ; Etudes (rue des)	propriété d'une personne privée		Façades et toitures : inscription par arrêté du 29 mai 1947	1947/05/29 : inscrit MH		2e quart 18e siècle	
PA00102581	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Capendu	Languedoc-Roussillon	11	Capendu	11068	Château		propriété de la commune		Vestiges du choeur et pans de murs anciens avoisinants de la chapelle : classement par arrêté du 4 août 1927	1927/08/04 : classé MH		Moyen Age	
PA00102580	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Capendu	Languedoc-Roussillon	11	Capendu	11068	Chapelle du cimetière	dans le cimetière	propriété de la commune		Chapelle du cimetière : classement par arrêté du 30 décembre 1913	1913/12/30 : classé MH		12e siècle ; 14e siècle ; 16e siècle	
PA00102579	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Canet	Languedoc-Roussillon	11	Canet	11067	Moulin fortifié		propriété d'une personne privée		Tour : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		13e siècle	
PA00102576	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Bugarach	Languedoc-Roussillon	11	Bugarach	11055	Ruines du château		propriété d'une personne privée		Château (ruines) : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		16e siècle	
PA00102575	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Brenac	Languedoc-Roussillon	11	Brenac	11050	Eglise Saint-Julien et Sainte-Basilisse		propriété de la commune		Façades et toitures ; décor peint (cad. B 51) : inscription par arrêté du 9 avril 1987	1987/04/09 : inscrit MH		17e siècle ; 19e siècle	
PA00102574	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Bram	Languedoc-Roussillon	11	Bram	11049	Inscription commémorative du passage de Louis XIII		propriété d'une personne privée		Inscription commémorative du passage de Louis XIII, encastrée dans la façade d'une maison : inscription par arrêté du 18 mars 1930	1930/03/18 : inscrit MH		2e quart 17e siècle	
PA00102573	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Bram	Languedoc-Roussillon	11	Bram	11049	Eglise Saint-Julien et Sainte-Basilisse		propriété de la commune		Abside et clocher : classement par arrêté du 9 janvier 1932	1932/01/09 : classé MH		14e siècle	
PA00102572	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Boutenac	Languedoc-Roussillon	11	Boutenac	11048	Eglise Saint-Martin de Gasparets		propriété de la commune		Eglise Saint-Martin de Gasparets : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		12e siècle ; 19e siècle	
PA00102571	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Bourigeole	Languedoc-Roussillon	11	Bourigeole	11046	Cimetière		propriété d'une personne privée		Ruines de l'ancienne église (cad. A 1) : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		15e siècle ; 16e siècle	
PA00102570	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Bouilhonnac	Languedoc-Roussillon	11	Bouilhonnac	11043	Château		propriété d'une personne privée		Ruines de la chapelle : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		1ère moitié 16e siècle	
PA00102569	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Blomac	Languedoc-Roussillon	11	Blomac	11042	Eglise Saint-Etienne		propriété de la commune		Ensemble extérieur : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		11e siècle ; 12e siècle ; 13e siècle	
PA00102568	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Bize-Minervois	Languedoc-Roussillon	11	Bize-Minervois	11041	Grottes de Las Fons et du Moulin		propriété de la commune		Grottes de Las Fons et du Moulin (cad. B 120) : classement par arrêté du 24 août 1931	1931/08/24 : classé MH			
PA00102567	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Bizanet	Languedoc-Roussillon	11	Bizanet	11040	Ruines du château de Saint-Martin de Toques		propriété d'une personne privée		Château de Saint-Martin de Toques (ruines) : inscription par arrêté du 17 février 1926	1926/02/17 : inscrit MH		12e siècle ; 14e siècle	
PA00102566	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Bizanet	Languedoc-Roussillon	11	Bizanet	11040	Château de Gaussan		propriété d'une personne privée		Façade Est, façade Sud et toitures correspondantes ; cage d'escalier ; décor intérieur de la bibliothèque et du grand salon du corps de logis ; chapelle du 19e siècle avec sa salle basse du 14e siècle (cad. D 12) : inscription par arrêté du 8 janvier 1986	1986/01/08 : inscrit MH		14e siècle ; 19e siècle	
PA00102565	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Belvianes-et-Cavirac	Languedoc-Roussillon	11	Belvianes-et-Cavirac	11035	Eglise Saint-Jacques de Cavirac		propriété de la commune		Eglise de Cavirac : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		11e siècle ; 19e siècle	
PA00102564	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Belpech	Languedoc-Roussillon	11	Belpech	11033	Maison dite De Curti	Tournefeuille (rue)	propriété d'une personne privée		Maison dite De Curti : inscription par arrêté du 17 février 1926	1926/02/17 : inscrit MH		14e siècle	
PA00102563	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Belpech	Languedoc-Roussillon	11	Belpech	11033	Maison Amigues	Marché (place du)	propriété d'une personne privée		Maison Amigues (cad. A 197) : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		16e siècle	
PA00102562	recensement immeubles MH	Languedoc-Roussillon ; Aude ; Belpech	Languedoc-Roussillon	11	Belpech	11033	Eglise Saint-Saturnin		propriété de la commune		Le portail de l'ancienne église romane : classement par arrêté du 26 décembre 1906 - La chapelle du Saint-Sépulcre : classement par arrêté du 26 décembre 1906	1906/12/26 : classé MH		12e siècle ; 2e moitié 15e siècle	
PA00102560	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Belpech	Languedoc-Roussillon	11	Belpech	11033	Croix en pierre		propriété de la commune		Croix en pierre : classement par arrêté du 26 décembre 1906	1906/12/26 : classé MH		14e siècle ; 15e siècle	
PA00102559	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Belpech	Languedoc-Roussillon	11	Belpech	11033	Croix en fer		propriété de la commune		Croix en fer : classement par arrêté du 28 mai 1907	1907/05/28 : classé MH		16e siècle	
PA00102558	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Belpech	Languedoc-Roussillon	11	Belpech	11033	Ruines de la capelle Notre-Dame du Rosaire		propriété d'une personne privée		Chapelle Notre-Dame du Rosaire (ruines) : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		15e siècle	
PA00102557	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Belflou	Languedoc-Roussillon	11	Belflou	11030	Croix de chemin		propriété d'une personne privée		Croix de chemin, dans le parc de la Barthe : classement par arrêté du 1er octobre 1941	1941/10/01 : classé MH		3e quart 17e siècle	
PA00102556	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Belflou	Languedoc-Roussillon	11	Belflou	11030	Château de la Barthe		propriété d'une personne privée		Le portail d'entrée en pierre : inscription par arrêté du 13 décembre 1950	1950/12/13 : inscrit MH		16e siècle ; 17e siècle	
PA00102555	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Belflou	Languedoc-Roussillon	11	Belflou	11030	Château		propriété d'une personne privée		La tour ronde de l'escalier ainsi que les tours d'angle, la tour-pigeonnier et les fossés : inscription par arrêté du 14 avril 1948	1948/04/14 : inscrit MH		15e siècle ; 18e siècle ; 19e siècle	
PA00102554	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Belcaire	Languedoc-Roussillon	11	Belcaire	11028	Ancien manoir		propriété d'une personne privée		Portail d'entrée sur le jardin : inscription par arrêté du 10 avril 1948	1948/04/10 : inscrit MH		4e quart 17e siècle	
PA00102553	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Barbaira	Languedoc-Roussillon	11	Barbaira	11027	Eglise Saint-Julien et Sainte-Basilisse		propriété de la commune		Clocher, première chapelle Sud, deuxième chapelle Nord, fonts baptismaux, élévation et voûtes : inscription par arrêté du 27 avril 1948	1948/04/27 : inscrit MH		13e siècle ; 14e siècle ; 16e siècle	
PA00102552	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Barbaira	Languedoc-Roussillon	11	Barbaira	11027	Restes du château de Miramont		propriété de la commune		Château de Miramont (restes) (cad. B 213) : inscription par arrêté du 17 février 1926	1926/02/17 : inscrit MH		Moyen Age	
PA00102551	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Baraigne	Languedoc-Roussillon	11	Baraigne	11026	Château		propriété d'une personne privée		Château : inscription par arrêté du 5 avril 1948	1948/04/05 : inscrit MH		16e siècle ; 17e siècle	
PA00102550	recensement immeubles MH	Languedoc-Roussillon ; Aude ; Baraigne	Languedoc-Roussillon	11	Baraigne	11026	Eglise Sainte-Marie		propriété de la commune		L'église : classement par arrêté du 7 juillet 1908	1908/07/07 : classé MH		12e siècle	
PA00102549	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Azille	Languedoc-Roussillon	11	Azille	11022	Maison Cros		propriété d'une personne privée		Pierre incrustée dans la façade : inscription par arrêté du 14 avril 1948	1948/04/14 : inscrit MH		14e siècle	
PA00102548	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Azille	Languedoc-Roussillon	11	Azille	11022	Eglise Saint-Julien et Sainte-Basilisse		propriété de la commune		Eglise : classement par arrêté du 11 décembre 1912	1912/12/11 : classé MH		14e siècle	
PA00102547	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Azille	Languedoc-Roussillon	11	Azille	11022	Chapelle de Vaissière		propriété d'une personne privée		Chapelle de Vaissière : inscription par arrêté du 14 avril 1948	1948/04/14 : inscrit MH		12e siècle ; 19e siècle	
PA00102546	Recensement immeubles MH	Languedoc-Roussillon ; Aude ; Azille	Languedoc-Roussillon	11	Azille	11022	Ancienne chapelle des Clarisses		propriété d'une personne privée		Elévation et voûtes du sanctuaire et d'une travée ; blason sculpté au contrefort Sud ; fenêtre du chevet ; linteau sculpté de la porte : inscription par arrêté du 13 avril 1948	1948/04/13 : inscrit MH		15e siècle	
